"","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat"
"540",540,"2024-08-20","EN",16.1,"26-30","Female","Single (never married)","University (Bachelor)","Other","Sherpa-Tibetan ","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes","",0
"541",541,"2024-08-20","EN",7.11666666666667,"21-25","Male","Single (never married)","Secondary","Magar","","Kaski","City","Personally felt an earthquake before,Know family or friends who experienced injury, damage, or loss from an earthquake,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","Skip","For all earthquakes, I may feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Skip","",0
"542",542,"2024-08-20","EN",10.3666666666667,"21-25","Male","Single (never married)","Secondary","Other","Bk","Jhapa","Village","Personally felt an earthquake before,Know family or friends who experienced injury, damage, or loss from an earthquake","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","Skip",3
"543",543,"2024-08-20","EN",13.2333333333333,"21-25","Male","Single (never married)","Secondary","Chhetri","","Tanahun","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Have seen the effects of the earthquake on TV, social media, etc.","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes","",0
"544",544,"2024-08-20","EN",7.96666666666667,"21-25","Male","Single (never married)","Secondary","Bahun","","Jhapa","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Have seen the effects of the earthquake on TV, social media, etc.","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes","",1
"545",545,"2024-08-20","EN",9.18333333333333,"18-20","Male","Single (never married)","Secondary","Chhetri","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Slightly disagree ","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2
"546",546,"2024-08-20","EN",15.9833333333333,"36-40","Male","Married","Post-graduate","Bahun","","Dailekh","Village","I haven’t experienced any of the above","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes that may cause damage.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Expected intensity of ground shaking,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1
"547",547,"2024-08-20","NE",8.01666666666667,"18-20","Male","Single (never married)","University (Bachelor)","Newar (Newa)","","Jhapa","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Personally have experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Social media (Facebook, Twitter)","Time available before shaking begins,Expected intensity of ground shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I have no strong opinions about its implementation.","Somewhat useful","Yes","",1
"548",548,"2024-08-20","EN",3.43333333333333,"18-20","Male","Single (never married)","University (Bachelor)","Tharu","","Sunsari","City","Personally felt an earthquake before","Slightly agree ","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1
"549",549,"2024-08-21","NE",14.05,"31-35","Male","Married","University (Bachelor)","Chhetri","","Achham","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1
