"",".imp",".id","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat","exp1_implement_code","exp1_useful_code","exp_1_interest_code","exp_1_interest_code_check","eews_know_code","anxiety_code","caste_ethnicity_code","married_code","gender_code","rural_urban_code","education_code","age_code","opinion_eews_need_code","small_behavior_code","experience_count","experience_score","experience_index","display_score"
"188",0,188,188,"2024-07-21","EN",19.6166666666667,"41-45","Male","Divorced","University (Bachelor)","Rai",NA,"Sunsari","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I know what it is and how they work.","For all earthquakes that will certainly cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,4,4,2,0,0,0,3,2,1,1,6,12,0.631578947368421,3
"189",0,189,189,"2024-07-21","NE",9.28333333333333,"31-35","Male","Single (never married)","Post-graduate","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected duration of shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2,5,5,1,1,3,5,0,0,0,0,4,1,2,0,7,14,0.736842105263158,3
"190",0,190,190,"2024-07-21","EN",6,"26-30","Male","Single (never married)","Post-graduate","Newar (Newa)",NA,"Lalitpur","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,2,5,1,0,0,0,4,1,5,0,6,12,0.631578947368421,3
"191",0,191,191,"2024-07-21","EN",11.0333333333333,"26-30","Male","Single (never married)","Secondary","Newar (Newa)",NA,"Lalitpur","Town","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,3,5,1,0,0,1,2,1,2,1,7,18,0.947368421052632,5
"192",0,192,192,"2024-07-22","EN",8.83333333333333,"18-20","Male","Single (never married)","Secondary","Madhesh",NA,"Morang","Village","Suffered financial loss due to an earthquake","Slightly agree ","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","Yes",NA,3,4,4,1,1,1,4,2,0,0,2,2,0,4,1,1,2,0.105263157894737,1
"193",0,193,193,"2024-07-22","EN",6.35,"21-25","Female","Single (never married)","University (Bachelor)","Newar (Newa)",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Observed",NA,"I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Epicenter (point of earthquake origin)","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.",NA,"Useful","Yes",NA,3,NA,5,1,1,3,NA,1,0,1,0,3,0,4,1,3,5,0.263157894736842,2
"194",0,194,194,"2024-07-22","EN",10.4666666666667,"31-35","Male","Married","University (Bachelor)","Chhetri",NA,"Lalitpur","Town","Personally felt an earthquake before,Personally have felt strong shaking,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,4,5,0,1,0,1,3,1,4,1,4,6,0.315789473684211,6
"195",0,195,195,"2024-07-22","EN",7.28333333333333,"18-20","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Sindhuli","Town","Personally have felt strong shaking","Neither agree nor disagree","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful",NA,NA,3,4,4,NA,NA,3,3,0,0,0,1,3,0,4,1,1,2,0.105263157894737,4
"196",0,196,196,"2024-07-22","EN",6.93333333333333,"26-30","Female","Single (never married)","University (Bachelor)","Other","Ghale","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Neither agree nor disagree","I have heard of it and know a bit about them.","For all earthquakes that will certainly cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2,5,5,1,1,3,3,2,0,1,0,3,1,1,1,6,12,0.631578947368421,6
"197",0,197,197,"2024-07-22","EN",6.45,"18-20","Male","Single (never married)","Secondary","Limbu",NA,"Lalitpur","City","Personally felt an earthquake before,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","No",1,5,5,1,NA,2,4,2,0,0,0,2,0,2,1,2,2,0.105263157894737,5
"198",0,198,198,"2024-07-22","EN",19.5333333333333,"36-40","Male","Married","University (Bachelor)","Other","Nepali","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin)","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,3,4,2,1,0,0,3,2,4,1,8,19,1,4
"199",0,199,199,"2024-07-22","EN",18.2333333333333,"56-60","Male","Married","Post-graduate","Bahun",NA,"Lalitpur","City","Personally felt an earthquake before,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,3,5,0,1,0,0,4,4,4,1,4,6,0.315789473684211,6
"200",0,200,200,"2024-07-22","EN",2.56666666666667,"18-20","Male","Single (never married)","Secondary","Bahun",NA,"Kathmandu","City","Personally have experienced injury,Suffered financial loss due to an earthquake","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Public announcements (via a loudspeaker or siren)","Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","No",NA,0,4,4,0,0,3,4,0,0,0,0,2,0,3,1,2,7,0.368421052631579,1
"201",0,201,201,"2024-07-22","EN",21.5,"21-25","Male","Single (never married)","University (Bachelor)","Other",NA,"Morang","Village","Personally felt an earthquake before,Personally have experienced injury,Struggled mentally following an earthquake,Have seen the effects of","Highly agree (Very worried)","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I think it is a good thing to implement but not a priority.","Useful",NA,NA,2,4,5,NA,NA,5,5,2,0,0,2,3,0,5,0,4,9,0.473684210526316,1
"202",0,202,202,"2024-07-22","EN",4.83333333333333,"21-25","Female","Single (never married)","Secondary","Newar (Newa)",NA,"Lalitpur","City","Personally have experienced injury","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin)","Run outside to open space","My behavior would be the same for all earthquakes.","I think it is a good thing to implement but not a priority.","Somewhat useful","Yes",NA,3,4,4,1,1,2,4,1,0,1,0,2,0,4,0,1,5,0.263157894736842,3
"203",0,203,203,"2024-07-22","EN",8.83333333333333,"26-30","Male",NA,"University (Bachelor)","Newar (Newa)",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Have seen the effects of","Slightly agree ","I know what it is and how they work.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,NA,0,0,3,1,2,1,3,4,0.210526315789474,4
