"","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat","exp1_implement_code","exp1_useful_code","exp_1_interest_code","exp_1_interest_code_check","eews_know_code","anxiety_code","caste_ethnicity_code","married_code","gender_code","rural_urban_code","education_code","age_code","opinion_eews_need_code","small_behavior_code","experience_count","experience_score","experience_index","display_score"
"44",44,"2024-07-11","EN",4.01666666666667,"36-40","Male","Married","Secondary","Newar (Newa)","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","","","","",NA,NA,NA,NA,NA,2,5,1,1,0,0,2,2,5,1,5,8,0.421052631578947,4
"45",45,"2024-07-12","EN",22.0333333333333,"21-25","Male","Single (never married)","University (Bachelor)","Bahun","","Nawalparasi (Bardaghat Susta East)","Town","Personally felt an earthquake before,Personally have felt strong shaking,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,4,5,0,0,0,1,3,0,4,0,3,4,0.210526315789474,6
"46",46,"2024-07-12","EN",5.8,"18-20","Male","Single (never married)","Secondary","Chhetri","","Kathmandu","City","Personally have felt strong shaking","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No","",3,5,5,0,0,3,4,0,0,0,0,2,0,5,1,1,2,0.105263157894737,3
"47",47,"2024-07-12","NE",12.2333333333333,"","Male","Married","Secondary","Thakuri","","Jajarkot","Village","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Epicenter (point of earthquake origin)","Run outside to open space","My behavior would be the same for all earthquakes.","","","","",NA,NA,NA,NA,NA,1,5,2,1,0,2,2,NA,5,0,7,14,0.736842105263158,2
"48",48,"2024-07-12","NE",15.15,"61-65","Male","Married","Skip","Bahun","","Kaski","Town","Personally felt an earthquake before,Have seen the effects of","Slightly agree ","I have never heard of it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Expected intensity of ground shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Ask me again at the end of the survey","",1,5,4,1,NA,1,4,0,1,0,1,NA,4,2,1,2,2,0.105263157894737,1
"49",49,"2024-07-12","EN",6.1,"41-45","Male","Married","University (Bachelor)","Newar (Newa)","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","A specific device designed to receive an earthquake early warning","Time available before shaking begins","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,2,5,1,1,0,0,3,2,2,1,6,12,0.631578947368421,1
"50",50,"2024-07-12","EN",13.4166666666667,"18-20","Male","Skip","Skip","Other","Jirel","Kaski","Town","Personally felt an earthquake before,Personally have felt strong shaking,Suffered financial loss due to an earthquake,Have seen the effects of","Neither agree nor disagree","I have heard of it but do not know anything about it.","I don’t understand","Mobile phone alert (app)","Time available before shaking begins","Try to reach my friends, family or anyone near me","I would change my behavior depending on how big the earthquake was expected to be.","I have no strong opinions about its implementation.","Useful","Yes","",2,3,5,1,1,2,3,2,NA,0,1,NA,0,NA,1,4,6,0.315789473684211,1
"51",51,"2024-07-12","EN",6.51666666666667,"18-20","Male","Single (never married)","Secondary","Madhesh","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,2,5,2,0,0,0,2,0,5,0,5,8,0.421052631578947,5
"52",52,"2024-07-12","EN",16.8333333333333,"21-25","Male","Married","University (Bachelor)","Bahun","","Arghakhanchi","Village","Personally felt an earthquake before","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Social media (Facebook, Twitter)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,1,5,0,1,0,2,3,0,5,0,1,1,0.0526315789473684,1
"53",53,"2024-07-12","EN",13.6,"21-25","Male","Single (never married)","Secondary","Newar (Newa)","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Observed,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin)","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I have no strong opinions about its implementation.","Somewhat useful","Yes","",2,3,4,1,1,3,4,1,0,0,0,2,0,3,0,4,6,0.315789473684211,4
"54",54,"2024-07-12","EN",7.08333333333333,"21-25","Male","Single (never married)","University (Bachelor)","Madhesh","","Lalitpur","City","Personally have felt strong shaking","Slightly agree ","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Magnitude of earthquake,Expected intensity of ground shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Ask me again at the end of the survey","No",2,5,4,1,NA,5,4,2,0,0,0,3,0,4,1,1,2,0.105263157894737,2
"55",55,"2024-07-12","EN",6.85,"21-25","Male","Single (never married)","Secondary","Newar (Newa)","","Kathmandu","Town","Observed","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","No","",0,5,4,0,0,3,4,1,0,0,1,2,0,2,1,1,2,0.105263157894737,1
"56",56,"2024-07-12","EN",5.63333333333333,"36-40","Male","Married","University (Bachelor)","Newar (Newa)","","Lalitpur","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,2,5,1,1,0,0,3,2,3,1,8,19,1,4
"57",57,"2024-07-12","EN",8.83333333333333,"21-25","Male","Single (never married)","Secondary","Other","Muslim","Makwanpur","City","Personally felt an earthquake before,Personally have felt strong shaking,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Have seen the effects of","Highly agree (Very worried)","I have never heard of it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,1,5,2,0,0,0,2,0,2,1,5,8,0.421052631578947,3
"58",58,"2024-07-12","EN",5.61666666666667,"21-25","Male","Single (never married)","Skip","Chhetri","","Ilam","Village","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of,I haven’t experienced any of the above","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","I don't know","I think it is a good thing to implement but not a priority.","","","",0,4,NA,NA,NA,1,5,0,0,0,2,NA,0,5,NA,9,19,1,5
"59",59,"2024-07-12","NE",14.7333333333333,"41-45","Male","Married","University (Bachelor)","Newar (Newa)","","Okhaldhunga","Village","Personally have felt strong shaking,Personally have experienced injury,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Slightly agree ","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Recommended actions","I don’t know what I would do","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1,5,5,1,1,1,4,1,1,0,2,3,2,5,0,5,12,0.631578947368421,5
