"",".imp",".id","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat"
"40",0,40,40,"2024-07-11","EN",9.18333333333333,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Ilam","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Struggled mentally following an earthquake","Slightly disagree ","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","Social media (Facebook, Twitter)","Time available before shaking begins,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0
"41",0,41,41,"2024-07-11","EN",9.68333333333333,"31-35","Male","Married","Post-graduate","Chhetri",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1
"42",0,42,42,"2024-07-11","EN",9.45,"36-40","Male","Married","Post-graduate","Bahun",NA,"Morang","Town","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Neither agree nor disagree","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Other","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3
"43",0,43,43,"2024-07-11","EN",5.11666666666667,"26-30","Male","Married","University (Bachelor)","Newar (Newa)",NA,"Kathmandu","City","Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Slightly agree ","I know what it is and how they work.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3
"44",0,44,44,"2024-07-11","EN",4.01666666666667,"36-40","Male","Married","Secondary","Newar (Newa)",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Suffered financial loss due to an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.",NA,NA,NA,NA,NA
"45",0,45,45,"2024-07-12","EN",22.0333333333333,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Nawalparasi (Bardaghat Susta East)","Town","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0
"46",0,46,46,"2024-07-12","EN",5.8,"18-20","Male","Single (never married)","Secondary","Chhetri",NA,"Kathmandu","City","Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.)","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,3
"47",0,47,47,"2024-07-12","NE",12.2333333333333,NA,"Male","Married","Secondary","Thakuri",NA,"Jajarkot","Village","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Epicenter (point of earthquake origin)","Run outside to open space","My behavior would be the same for all earthquakes.",NA,NA,NA,NA,NA
"48",0,48,48,"2024-07-12","NE",15.15,"61-65","Male","Married",NA,"Bahun",NA,"Kaski","Town","Personally felt an earthquake before,Have seen the effects of the earthquake on TV, social media, etc.","Slightly agree ","I have never heard of it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Expected intensity of ground shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Ask me again at the end of the survey",NA,1
"49",0,49,49,"2024-07-12","EN",6.1,"41-45","Male","Married","University (Bachelor)","Newar (Newa)",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking (i.e. where walking steadily is difficult. Furniture and appliances may move on smooth surfaces, and objects fall from walls and shelves.),Know family or friends who experienced injury, damage, or loss from an earthquake,Struggled mentally following an earthquake,Observed earthquake loss in my neighborhood, village, or city,Have seen the effects of the earthquake on TV, social media, etc.","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","A specific device designed to receive an earthquake early warning","Time available before shaking begins","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2
